name,team,points,ranking,type,year
Pirazzi Stefano,Bardiani - CSF,37,845,top-sprinters,2017
Ladagnous Matthieu,FDJ,36.8,863,top-sprinters,2017
Rosa Diego,Team Sky,36.4,865,top-sprinters,2017
Fonzi Giuseppe,Wilier Triestina - Selle Italia,36,876,top-sprinters,2017
Quintana Nairo,Movistar Team,34.6,907,top-sprinters,2017
Gibbons Ryan,Team Dimension Data,34,916,top-sprinters,2017
Pibernik Luka,Bahrain Merida Pro Cycling Team,34,910,top-sprinters,2017
Conti Valerio,UAE Team Emirates,32.4,946,top-sprinters,2017
Pöstlberger Lukas,BORA - hansgrohe,32,956,top-sprinters,2017
Pozzovivo Domenico,AG2R La Mondiale,31,973,top-sprinters,2017
Dumoulin Tom,Team Sunweb,1212,1,top-time-trial-riders,2017
Dennis Rohan,BMC Racing Team,641,7,top-time-trial-riders,2017
Jungels Bob,Quick-Step Floors,443,13,top-time-trial-riders,2017
Kiryienka Vasil,Team Sky,436,14,top-time-trial-riders,2017
van Emden Jos,Team LottoNL-Jumbo,419,15,top-time-trial-riders,2017
Pinot Thibaut,FDJ,418,16,top-time-trial-riders,2017
Thomas Geraint,Team Sky,412,17,top-time-trial-riders,2017
Quintana Nairo,Movistar Team,358,20,top-time-trial-riders,2017
Ludvigsson Tobias,FDJ,341,23,top-time-trial-riders,2017
Kelderman Wilco,Team Sunweb,341,22,top-time-trial-riders,2017
Campenaerts Victor,Team LottoNL-Jumbo,256,32,top-time-trial-riders,2017
Mollema Bauke,Trek - Segafredo,217,37,top-time-trial-riders,2017
van Garderen Tejay,BMC Racing Team,204,40,top-time-trial-riders,2017
Amador Andrey,Movistar Team,202,44,top-time-trial-riders,2017
Foliforov Alexander,Gazprom-RusVelo,202,43,top-time-trial-riders,2017
Geniez Alexandre,AG2R La Mondiale,194,45,top-time-trial-riders,2017
Boaro Manuele,Bahrain Merida Pro Cycling Team,192,46,top-time-trial-riders,2017
Keizer Martijn,Team LottoNL-Jumbo,190,47,top-time-trial-riders,2017
Bárta Jan,BORA - hansgrohe,189,48,top-time-trial-riders,2017
Kruijswijk Steven,Team LottoNL-Jumbo,180,51,top-time-trial-riders,2017
Yates Adam,ORICA-Scott,178,52,top-time-trial-riders,2017
Izagirre Gorka,Movistar Team,172,54,top-time-trial-riders,2017
Białobłocki Marcin,CCC Sprandi Polkowice ,161,59,top-time-trial-riders,2017
Zakarin Ilnur,Team Katusha Alpecin,156,64,top-time-trial-riders,2017
Devenyns Dries,Quick-Step Floors,142,70,top-time-trial-riders,2017
Sánchez Luis León,Astana Pro Team,128,77,top-time-trial-riders,2017
Dillier Silvan,BMC Racing Team,126,81,top-time-trial-riders,2017
Rosa Diego,Team Sky,116,88,top-time-trial-riders,2017
Nibali Vincenzo,Bahrain Merida Pro Cycling Team,112,92,top-time-trial-riders,2017
Firsanov Sergey,Gazprom-RusVelo,110,94,top-time-trial-riders,2017
Quinziato Manuel,BMC Racing Team,104,108,top-time-trial-riders,2017
Clement Stef,Team LottoNL-Jumbo,104,107,top-time-trial-riders,2017
Roy Jérémy,FDJ,99,119,top-time-trial-riders,2017
Haga Chad,Team Sunweb,88,143,top-time-trial-riders,2017
Tuft Svein,ORICA-Scott,87,145,top-time-trial-riders,2017
Gonçalves José,Team Katusha Alpecin,86,146,top-time-trial-riders,2017
De Bie Sean,Lotto Soudal,85,148,top-time-trial-riders,2017
Ewan Caleb,ORICA-Scott,84,152,top-time-trial-riders,2017
Moreno Javier,Bahrain Merida Pro Cycling Team,83,153,top-time-trial-riders,2017
Teklehaimanot Daniel,Team Dimension Data,76,165,top-time-trial-riders,2017
Mendes José,BORA - hansgrohe,73,169,top-time-trial-riders,2017
Preidler Georg,Team Sunweb,71,175,top-time-trial-riders,2017
Samoilau Branislau,CCC Sprandi Polkowice ,71,174,top-time-trial-riders,2017
Tratnik Jan,CCC Sprandi Polkowice ,71,176,top-time-trial-riders,2017
Dombrowski Joe,Cannondale-Drapac Pro Cycling Team,70,178,top-time-trial-riders,2017
Visconti Giovanni,Bahrain Merida Pro Cycling Team,68,185,top-time-trial-riders,2017
Costa Rui,UAE Team Emirates,66,188,top-time-trial-riders,2017
Geschke Simon,Team Sunweb,64,192,top-time-trial-riders,2017
Conti Valerio,UAE Team Emirates,64,195,top-time-trial-riders,2017
Van den Broeck Jurgen,Team LottoNL-Jumbo,64,194,top-time-trial-riders,2017
Cataldo Dario,Astana Pro Team,61,206,top-time-trial-riders,2017
Zhupa Eugert,Wilier Triestina - Selle Italia,60,212,top-time-trial-riders,2017
Pellizotti Franco,Bahrain Merida Pro Cycling Team,54,237,top-time-trial-riders,2017
Reichenbach Sébastien,FDJ,52,243,top-time-trial-riders,2017
Landa Mikel,Team Sky,51,250,top-time-trial-riders,2017
Pedersen Mads,Trek - Segafredo,51,248,top-time-trial-riders,2017
Siutsou Kanstantsin,Bahrain Merida Pro Cycling Team,50,257,top-time-trial-riders,2017
Hermans Ben,BMC Racing Team,49,261,top-time-trial-riders,2017
Kangert Tanel,Astana Pro Team,48,266,top-time-trial-riders,2017
Marcato Marco,UAE Team Emirates,46,275,top-time-trial-riders,2017
Fraile Omar,Team Dimension Data,46,281,top-time-trial-riders,2017
Brutt Pavel,Gazprom-RusVelo,45,287,top-time-trial-riders,2017
Ruffoni Nicola,Bardiani - CSF,42,309,top-time-trial-riders,2017
Morabito Steve,FDJ,42,312,top-time-trial-riders,2017
Edmondson Alex,ORICA-Scott,42,301,top-time-trial-riders,2017
Henao Sebastián,Team Sky,41,317,top-time-trial-riders,2017
Serry Pieter,Quick-Step Floors,38,325,top-time-trial-riders,2017
Bilbao Pello,Astana Pro Team,38,333,top-time-trial-riders,2017
Gasparotto Enrico,Bahrain Merida Pro Cycling Team,38,330,top-time-trial-riders,2017
Monfort Maxime,Lotto Soudal,35,358,top-time-trial-riders,2017
Großschartner Felix,CCC Sprandi Polkowice ,34,361,top-time-trial-riders,2017
Juul-Jensen Christopher,ORICA-Scott,33,375,top-time-trial-riders,2017
Albanese Vincenzo,Bardiani - CSF,30,413,top-time-trial-riders,2017
Fonzi Giuseppe,Wilier Triestina - Selle Italia,26,486,top-time-trial-riders,2017
Bennati Daniele,Movistar Team,26,472,top-time-trial-riders,2017
Belkov Maxim,Team Katusha Alpecin,25,493,top-time-trial-riders,2017
Mohorič Matej,UAE Team Emirates,25,520,top-time-trial-riders,2017
Paterski Maciej,CCC Sprandi Polkowice ,25,553,top-time-trial-riders,2017
Bizhigitov Zhandos,Astana Pro Team,25,538,top-time-trial-riders,2017
de la Parte Víctor,Movistar Team,24,555,top-time-trial-riders,2017
Villella Davide,Cannondale-Drapac Pro Cycling Team,22,582,top-time-trial-riders,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,20,639,top-time-trial-riders,2017
Plaza Rubén,ORICA-Scott,20,602,top-time-trial-riders,2017
Pöstlberger Lukas,BORA - hansgrohe,19,693,top-time-trial-riders,2017
Bennett Sam,BORA - hansgrohe,18,709,top-time-trial-riders,2017
Hepburn Michael,ORICA-Scott,18,712,top-time-trial-riders,2017
Petilli Simone,UAE Team Emirates,17,717,top-time-trial-riders,2017
Vaugrenard Benoît,FDJ,16,747,top-time-trial-riders,2017
Gibbons Ryan,Team Dimension Data,16,762,top-time-trial-riders,2017
Rosskopf Joey,BMC Racing Team,16,797,top-time-trial-riders,2017
Martinelli Davide,Quick-Step Floors,16,734,top-time-trial-riders,2017
Stuyven Jasper,Trek - Segafredo,16,728,top-time-trial-riders,2017
Herrada José,Movistar Team,15,812,top-time-trial-riders,2017
De Plus Laurens,Quick-Step Floors,14,815,top-time-trial-riders,2017
Mühlberger Gregor,BORA - hansgrohe,14,835,top-time-trial-riders,2017
Rota Lorenzo,Bardiani - CSF,12,916,top-time-trial-riders,2017
Tankink Bram,Team LottoNL-Jumbo,11,937,top-time-trial-riders,2017
Zeits Andrey,Astana Pro Team,10,997,top-time-trial-riders,2017
Formolo Davide,Cannondale-Drapac Pro Cycling Team,10,986,top-time-trial-riders,2017
Nizzolo Giacomo,Trek - Segafredo,713,8,best-classic-riders,2017
Gaviria Fernando,Quick-Step Floors,512,19,best-classic-riders,2017
Gasparotto Enrico,Bahrain Merida Pro Cycling Team,442,23,best-classic-riders,2017
Mollema Bauke,Trek - Segafredo,432,26,best-classic-riders,2017
Visconti Giovanni,Bahrain Merida Pro Cycling Team,385,30,best-classic-riders,2017
Costa Rui,UAE Team Emirates,385,29,best-classic-riders,2017
Greipel André,Lotto Soudal,354,40,best-classic-riders,2017
Stuyven Jasper,Trek - Segafredo,325,49,best-classic-riders,2017
Bennett Sam,BORA - hansgrohe,309,51,best-classic-riders,2017
Pozzato Filippo,Wilier Triestina - Selle Italia,299,55,best-classic-riders,2017
Rosa Diego,Team Sky,295,57,best-classic-riders,2017
Villella Davide,Cannondale-Drapac Pro Cycling Team,266,64,best-classic-riders,2017
Ewan Caleb,ORICA-Scott,237,75,best-classic-riders,2017
Slagter Tom-Jelte,Cannondale-Drapac Pro Cycling Team,223,79,best-classic-riders,2017
Haas Nathan,Team Dimension Data,199,87,best-classic-riders,2017
Sbaragli Kristian,Team Dimension Data,186,91,best-classic-riders,2017
Marcato Marco,UAE Team Emirates,184,93,best-classic-riders,2017
Ruffoni Nicola,Bardiani - CSF,180,97,best-classic-riders,2017
Kangert Tanel,Astana Pro Team,176,100,best-classic-riders,2017
Richeze Maximiliano,Quick-Step Floors,171,105,best-classic-riders,2017
Woods Michael,Cannondale-Drapac Pro Cycling Team,168,108,best-classic-riders,2017
Kuznetsov Viacheslav,Team Katusha Alpecin,162,115,best-classic-riders,2017
Devenyns Dries,Quick-Step Floors,161,117,best-classic-riders,2017
Busato Matteo,Wilier Triestina - Selle Italia,155,123,best-classic-riders,2017
